wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
3,1,1,1,1,1,NA,NA,NA,1.0681723995026935,26,18-29,Female,Schleswig-Holstein,1,"With partner, not living together","No, I don't feel close to any religion",16,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,7,3-5 kilometers,50 <96> 249,2,0,0,0,0,NA,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,4
1,1,NA,NA,1,1,NA,NA,NA,1.0681723995026935,25,18-29,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",NA,Unemployed / seeking work,"2,000 to below 2,500 <80>",2,5,Less than 3 kilometer,50 <96> 249,2,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,3
1,1,NA,NA,1,1,NA,NA,NA,1.8148148148148149,58,50-59,Male,Schleswig-Holstein,1,Married,Protestant,NA,Self-employed / freelancer,"2,000 to below 2,500 <80>",2,8,Less than 3 kilometer,1 <96> 49,2,0,0.375,0,0.16666666666666666,2,2,1,1,1,3,3,1,1,1,2,1,1,1,2,1,3
3,1,1,1,1,1,NA,NA,NA,1.8148148148148149,59,50-59,Male,Schleswig-Holstein,1,Married,Protestant,16,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1 <96> 49,0,0,0.375,0,0.3333333333333333,NA,2,2,1,1,3,3,1,1,1,2,1,2,1,2,1,3
3,1,1,1,1,1,NA,NA,NA,1.1011608623548923,21,18-29,Female,Schleswig-Holstein,1,"With partner, not living together",Protestant,15,"In schooling / vocational training, student","1,000 to below 1,500 <80>",3,6,Less than 3 kilometer,250 <96> 499,3,100,0.875,1,0.6666666666666666,NA,1,1,4,2,2,3,1,1,2,2,1,1,2,4,2,3
1,2,NA,NA,1,1,NA,NA,NA,0.9761904761904762,67,60 and older,Male,Schleswig-Holstein,1,Married,Protestant,NA,Self-employed / freelancer,"3,000 to below 3,500 <80>",2,7,Less than 3 kilometer,50 <96> 249,0,0,1,0.3333333333333333,0.3333333333333333,2,3,2,4,3,4,2,4,3,4,3,4,4,4,4,4,1
1,1,NA,NA,1,1,NA,NA,NA,0.9761904761904762,55,50-59,Male,Schleswig-Holstein,1,Married,Protestant,NA,Employee in high position,"3,000 to below 3,500 <80>",4,6,11-20 kilometers,50 <96> 249,3,1,0.125,0.3333333333333333,0.5,2,2,1,2,2,2,2,2,2,2,1,2,1,2,4,3,3
3,1,1,1,1,1,NA,NA,NA,0.9761904761904762,38,30-39,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",18,Employee in high position,"3,000 to below 3,500 <80>",4,7,Don't know,50 <96> 249,3,0,0.5,0.3333333333333333,0.16666666666666666,NA,3,1,2,1,3,2,2,3,2,2,2,3,2,4,3,3
3,1,1,1,3,1,NA,NA,NA,0.9306569343065694,25,18-29,Female,Schleswig-Holstein,1,Married,Protestant,18,Employee in low / medium position,"4,500 to below 5,000 <80>",2,7,6-10 kilometers,50 <96> 249,8,75,1,0.6666666666666666,0.6666666666666666,NA,4,4,4,4,4,3,4,4,4,4,3,4,2,4,1,1
1,4,NA,NA,4,3,NA,NA,NA,0.9306569343065694,24,18-29,Female,Schleswig-Holstein,1,"With partner, living together",Protestant,NA,Unskilled worker,No answer,2,7,6-10 kilometers,50 <96> 249,5,74,1,1,0.5,2,3,3,4,4,4,4,4,4,3,3,4,4,1,4,1,4
1,1,NA,NA,2,2,NA,NA,NA,0.9945242984257358,27,18-29,Female,Schleswig-Holstein,1,"Single, without partner",Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,6,21-50 kilometers,50 <96> 249,5,0,0.25,0.3333333333333333,0.3333333333333333,2,3,4,3,3,3,3,3,3,2,3,2,2,2,3,3,3
3,1,1,1,2,1,NA,NA,NA,0.9945242984257358,28,18-29,Female,Schleswig-Holstein,1,"Single, without partner",Protestant,15,Employee in low / medium position,"2,500 to below 3,000 <80>",3,6,21-50 kilometers,250 <96> 499,5,0,0.5,0.3333333333333333,0.5,NA,3,3,3,2,3,2,2,4,2,3,2,2,2,2,3,2
1,1,NA,NA,1,1,NA,NA,NA,0.9945242984257358,61,60 and older,Male,Schleswig-Holstein,1,"With partner, living together",Protestant,NA,Retired,"1,500 to below 2,000 <80>",2,6,Less than 3 kilometer,50 <96> 249,1,0,0.25,0,0.3333333333333333,1,2,1,2,2,2,2,2,3,2,3,2,1,2,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.074818537130095,35,30-39,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,No answer,1,6,Less than 3 kilometer,1 <96> 49,1,0,0,0,0.16666666666666666,2,2,1,2,1,2,1,2,2,2,1,1,1,3,1,2,3
3,1,1,1,2,1,NA,NA,NA,1.074818537130095,36,30-39,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,No answer,1,6,3-5 kilometers,1 <96> 49,2,0,0,0,0,NA,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,3
3,2,1,2,2,2,NA,NA,NA,0.96,27,18-29,Female,Schleswig-Holstein,1,"Single, without partner",Roman Catholic,13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,Don't know,1 <96> 49,5,24,0.5,0.3333333333333333,0,NA,3,3,3,2,3,3,4,3,3,3,4,3,3,2,2,3
1,1,NA,NA,3,1,NA,NA,NA,1.0842052815146983,23,18-29,Female,Schleswig-Holstein,1,Married,Protestant,NA,Employee in high position,"3,500 to below 4,000 <80>",3,6,3-5 kilometers,50 <96> 249,6,1,0.5,0,0.6666666666666666,2,3,2,3,4,2,3,3,3,4,3,2,3,2,4,3,2
3,1,1,1,1,1,NA,NA,NA,1.0842052815146983,24,18-29,Female,Schleswig-Holstein,1,Married,Protestant,10,Employee in high position,"3,000 to below 3,500 <80>",4,6,3-5 kilometers,50 <96> 249,6,0,0.625,0,0.5,NA,3,2,2,4,3,3,3,3,4,3,3,3,4,4,4,4
1,2,NA,NA,2,2,NA,NA,NA,0.9934006211180124,28,18-29,Female,Schleswig-Holstein,1,"With partner, living together",Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,3-5 kilometers,250 <96> 499,5,0,0.625,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
3,1,1,1,1,2,NA,NA,NA,1.003875968992248,69,60 and older,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",13,Retired,"1,500 to below 2,000 <80>",2,5,6-10 kilometers,1 <96> 49,3,1,0.25,0.3333333333333333,0,NA,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.003875968992248,68,60 and older,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Retired,"1,500 to below 2,000 <80>",2,5,Don't know,1 <96> 49,2,0,0.25,0,0,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,0.995964125560538,38,30-39,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,50 <96> 249,2,0,0,0,0,2,2,1,2,2,3,2,2,3,3,2,2,1,2,3,3,2
3,1,1,1,1,1,NA,NA,NA,0.995964125560538,39,30-39,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",15,Employee in low / medium position,"1,500 to below 2,000 <80>",1,4,3-5 kilometers,1 <96> 49,1,0,0.125,0,0,NA,2,1,2,2,3,1,2,3,2,1,1,1,2,3,3,1
1,1,NA,NA,2,3,NA,NA,NA,1.1116504854368932,72,60 and older,Female,Schleswig-Holstein,1,Married,Protestant,NA,Retired,"1,500 to below 2,000 <80>",2,9,3-5 kilometers,250 <96> 499,3,2,0.75,0.6666666666666666,0,2,3,4,4,3,3,2,2,3,3,3,2,3,4,3,3,2
3,2,2,2,1,2,NA,NA,NA,1.1116504854368932,73,60 and older,Female,Schleswig-Holstein,1,Married,Protestant,13,Retired,No answer,2,8,3-5 kilometers,50 <96> 249,5,0,0.625,0,0,NA,2,2,3,2,3,2,2,2,3,3,2,3,1,2,2,2
3,1,1,1,1,1,NA,NA,NA,0.9051987767584098,19,18-29,Female,Schleswig-Holstein,1,"With partner, not living together",Protestant,13,"In schooling / vocational training, student","500 to below 1,000 <80>",3,6,3-5 kilometers,1 <96> 49,0,0,0.625,0,0.3333333333333333,NA,4,3,3,3,3,3,3,3,3,3,2,2,3,3,4,2
1,1,NA,NA,1,2,NA,NA,NA,1.132183908045977,45,40-49,Female,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,Unskilled worker,"1,000 to below 1,500 <80>",2,5,Less than 3 kilometer,1 <96> 49,5,0,0.875,0,0,2,2,3,3,4,3,2,3,3,3,2,3,2,3,3,3,3
3,1,1,1,1,1,NA,NA,NA,1.038746438746439,50,40-49,Male,Schleswig-Holstein,1,Married,Protestant,13,Unskilled worker,"3,500 to below 4,000 <80>",2,8,21-50 kilometers,50 <96> 249,9,0,0.25,0,0.3333333333333333,NA,3,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2
1,1,NA,NA,2,2,NA,NA,NA,1.0012626262626263,45,40-49,Male,Schleswig-Holstein,1,Married,Protestant,NA,Employee in high position,No answer,4,7,Don't know,1 <96> 49,6,1,0.125,0,0.3333333333333333,3,2,2,3,2,3,2,3,3,2,2,2,2,2,3,3,3
3,3,3,3,2,4,NA,NA,NA,1.0012626262626263,46,40-49,Male,Schleswig-Holstein,1,Married,Protestant,16,Employee in high position,"5,000 or more <80>",4,8,6-10 kilometers,50 <96> 249,8,10,0.125,1,0,NA,1,2,3,3,3,2,3,4,4,1,3,2,3,3,2,3
3,2,1,2,3,2,NA,NA,NA,1.032736044107512,19,18-29,Male,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",12,"In schooling / vocational training, student","3,500 to below 4,000 <80>",5,8,3-5 kilometers,500 <96> 999,6,40,0.625,1,0.6666666666666666,NA,4,1,4,3,4,4,4,4,3,4,4,4,2,3,2,2
3,1,1,1,1,1,NA,NA,NA,1.032736044107512,38,30-39,Female,Schleswig-Holstein,1,Married,Muslim,13,Employee in high position,"3,000 to below 3,500 <80>",4,5,Less than 3 kilometer,250 <96> 499,1,0,0,0,0.5,NA,3,4,4,3,2,3,3,3,3,3,3,3,2,4,3,3
3,1,1,1,1,1,NA,NA,NA,0.9985433357611072,42,40-49,Male,Schleswig-Holstein,1,Married,Protestant,20,Employee in low / medium position,"2,500 to below 3,000 <80>",4,6,6-10 kilometers,1 <96> 49,1,0,0.375,0,0,NA,2,2,2,2,3,2,3,3,2,3,3,2,2,4,2,3
1,1,NA,NA,1,1,NA,NA,NA,0.985456504174522,57,50-59,Male,Schleswig-Holstein,1,Divorced / separated,Protestant,NA,Retired,"1,000 to below 1,500 <80>",1,3,3-5 kilometers,250 <96> 499,3,0,0.375,0,0.3333333333333333,2,2,2,1,2,1,1,2,3,2,1,1,1,2,3,3,2
3,1,1,1,1,1,NA,NA,NA,0.985456504174522,58,50-59,Male,Schleswig-Holstein,1,Divorced / separated,Protestant,12,Retired,"1,000 to below 1,500 <80>",1,5,21-50 kilometers,250 <96> 499,3,0,0.25,0,0.3333333333333333,NA,1,2,1,1,2,1,2,2,2,1,1,2,2,2,3,2
1,2,NA,NA,2,2,NA,NA,NA,0.985456504174522,51,50-59,Male,Schleswig-Holstein,1,Married,Protestant,NA,Employee in high position,No answer,4,8,Don't know,50 <96> 249,5,0,0.25,0,0.5,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,3
3,2,1,1,2,1,NA,NA,NA,0.985456504174522,52,50-59,Male,Schleswig-Holstein,1,Married,Protestant,22,Employee in high position,No answer,4,7,11-20 kilometers,50 <96> 249,4,0,0.375,0,0.3333333333333333,NA,2,3,2,2,2,3,2,3,3,3,2,2,2,3,2,3
3,3,2,2,3,3,NA,NA,NA,0.985456504174522,56,50-59,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",14,Unemployed / seeking work,"3,500 to below 4,000 <80>",2,5,Less than 3 kilometer,250 <96> 499,3,60,1,1,0.3333333333333333,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.0407225964482547,58,50-59,Male,Schleswig-Holstein,1,Married,Protestant,19,Senior civil servant,"4,000 to below 4,500 <80>",2,7,Less than 3 kilometer,50 <96> 249,5,0,0,0,0.3333333333333333,NA,2,2,3,3,3,2,2,2,3,2,2,1,2,4,3,2
1,2,NA,NA,3,1,NA,NA,NA,1.0407225964482547,28,18-29,Female,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,250 <96> 499,5,0,0.5,0,0,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3
3,1,1,1,1,1,NA,NA,NA,1.0407225964482547,29,18-29,Female,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",12,Skilled worker,"5,000 or more <80>",2,5,3-5 kilometers,1 <96> 49,5,0,0.375,0,0.16666666666666666,NA,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3
1,2,NA,NA,2,3,NA,NA,NA,0.9995320542817032,51,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Employee in low / medium position,"3,000 to below 3,500 <80>",2,8,Less than 3 kilometer,250 <96> 499,2,0,0.875,0,0.16666666666666666,2,3,4,3,3,3,3,3,1,3,3,3,3,2,2,3,3
1,1,NA,NA,1,3,NA,NA,NA,1.0672751859364435,51,50-59,Male,Schleswig-Holstein,1,Married,Protestant,NA,Civil servant,"4,000 to below 4,500 <80>",4,7,21-50 kilometers,1 <96> 49,4,19,0.375,1,0,2,3,1,3,3,4,2,4,4,3,3,3,2,3,2,3,2
3,3,1,2,2,2,NA,NA,NA,1.0639489953632149,48,40-49,Male,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",14,Employee in high position,"1,500 to below 2,000 <80>",1,6,Less than 3 kilometer,500 <96> 999,3,0,1,0,0.5,NA,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0639489953632149,29,18-29,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,Don't know,50 <96> 249,4,0,0.75,0.3333333333333333,0.16666666666666666,3,3,2,3,4,3,2,3,2,3,3,3,3,3,3,4,2
1,1,NA,NA,1,1,NA,NA,NA,1.0639489953632149,53,50-59,Male,Schleswig-Holstein,1,Registered partnership,"No, I don't feel close to any religion",NA,Homemaker,"2,000 to below 2,500 <80>",2,4,11-20 kilometers,250 <96> 499,2,0,0,0,0,2,2,2,2,1,1,2,2,1,2,2,2,1,1,3,2,1
3,1,1,1,1,1,NA,NA,NA,1.0639489953632149,30,18-29,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",15,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,250 <96> 499,4,0,0.625,0.3333333333333333,0.5,NA,3,2,4,4,3,3,3,3,4,4,4,2,4,3,4,4
3,1,1,1,1,1,NA,NA,NA,1.0063694267515924,49,40-49,Female,Schleswig-Holstein,1,Divorced / separated,Protestant,13,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,6-10 kilometers,1 <96> 49,2,0,0.25,0,0.5,NA,2,3,3,3,3,2,2,2,1,2,1,2,1,1,1,1
3,1,1,1,1,1,NA,NA,NA,0.996845425867508,59,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",12,Retired,"1,000 to below 1,500 <80>",2,5,Less than 3 kilometer,50 <96> 249,0,2,0,0,0.5,NA,2,1,1,1,1,3,1,1,2,3,1,1,1,4,3,1
3,1,1,1,1,1,NA,NA,NA,0.996845425867508,70,60 and older,Male,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",24,Retired,"500 to below 1,000 <80>",1,3,21-50 kilometers,50 <96> 249,1,0,0.5,0,0,NA,3,3,2,2,1,1,1,2,3,2,1,2,1,4,4,2
1,1,NA,NA,1,1,NA,NA,NA,0.996845425867508,58,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Retired,"1,000 to below 1,500 <80>",2,5,Less than 3 kilometer,50 <96> 249,0,0,0.125,0.3333333333333333,0.5,1,2,1,1,1,1,3,1,1,2,2,1,1,1,4,2,1
3,1,1,1,1,1,NA,NA,NA,1.1074380165289257,69,60 and older,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",13,Retired,"4,500 to below 5,000 <80>",2,8,Don't know,1 <96> 49,4,0,0.25,0,0.3333333333333333,NA,3,1,1,2,2,1,1,1,1,2,1,1,1,4,1,3
3,1,1,1,1,1,NA,NA,NA,1.0693815987933637,51,50-59,Male,Schleswig-Holstein,1,Married,Protestant,18,Senior civil servant <96> highest level,"5,000 or more <80>",3,7,3-5 kilometers,50 <96> 249,4,0,1,0,0.8333333333333334,NA,3,2,3,2,3,3,3,3,4,3,3,3,3,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0693815987933637,50,50-59,Male,Schleswig-Holstein,1,Married,Protestant,NA,Senior civil servant <96> highest level,"5,000 or more <80>",3,7,3-5 kilometers,50 <96> 249,4,1,0.625,0.3333333333333333,0.6666666666666666,2,3,3,3,2,3,2,2,3,3,2,2,3,2,3,2,2
1,1,NA,NA,2,1,NA,NA,NA,1.040965618141917,57,50-59,Female,Schleswig-Holstein,1,"With partner, living together",Protestant,NA,Self-employed / freelancer,"2,500 to below 3,000 <80>",3,6,3-5 kilometers,50 <96> 249,4,0,0.375,0.3333333333333333,0.16666666666666666,2,2,1,3,1,3,2,2,2,1,2,2,1,2,1,3,3
3,1,1,1,1,1,NA,NA,NA,1.040965618141917,55,50-59,Female,Schleswig-Holstein,1,"Single, without partner","Christian, but not close to a particular religious community",14,Retired,"500 to below 1,000 <80>",1,7,3-5 kilometers,50 <96> 249,6,1,0.875,0.3333333333333333,0.16666666666666666,NA,3,4,4,4,3,3,4,4,4,2,4,2,3,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.040965618141917,58,50-59,Female,Schleswig-Holstein,1,Divorced / separated,Protestant,19,Self-employed / freelancer,"2,500 to below 3,000 <80>",3,6,6-10 kilometers,50 <96> 249,4,0,0.375,0,0.16666666666666666,NA,2,1,2,1,3,1,2,2,2,1,2,1,2,2,3,4
1,1,NA,NA,1,1,NA,NA,NA,0.93359375,43,40-49,Female,Schleswig-Holstein,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,Don't know,50 <96> 249,2,0,0.375,0.3333333333333333,0,2,3,3,4,3,3,3,3,2,2,3,3,3,4,2,2,2
1,1,NA,NA,3,1,NA,NA,NA,1.049495278410941,66,60 and older,Male,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,Retired,"1,000 to below 1,500 <80>",2,2,3-5 kilometers,50 <96> 249,2,0,0.25,0,0.16666666666666666,2,2,1,2,1,2,2,1,1,2,2,1,1,2,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.049495278410941,69,60 and older,Female,Schleswig-Holstein,1,Divorced / separated,"No, I don't feel close to any religion",14,Retired,"3,500 to below 4,000 <80>",1,6,6-10 kilometers,250 <96> 499,1,1,0,0,0.3333333333333333,NA,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,3
3,1,1,1,2,2,NA,NA,NA,1.049495278410941,32,30-39,Female,Schleswig-Holstein,1,Registered partnership,"No, I don't feel close to any religion",13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,Don't know,250 <96> 499,3,0,0.25,0,0.3333333333333333,NA,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2
1,1,NA,NA,1,1,NA,NA,NA,1.049495278410941,68,60 and older,Female,Schleswig-Holstein,1,Divorced / separated,"No, I don't feel close to any religion",NA,Retired,"3,000 to below 3,500 <80>",1,6,21-50 kilometers,250 <96> 499,1,0,0,0,0,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3
3,1,1,1,1,1,NA,NA,NA,1.049495278410941,67,60 and older,Male,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",10,Retired,"1,500 to below 2,000 <80>",2,3,3-5 kilometers,50 <96> 249,2,0,0.125,0,0,NA,2,1,1,1,3,2,1,1,3,2,1,2,1,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.0213723284589429,72,60 and older,Female,Schleswig-Holstein,1,Divorced / separated,Roman Catholic,12,Retired,"3,500 to below 4,000 <80>",3,6,Less than 3 kilometer,50 <96> 249,5,2,0.625,1,0,NA,4,3,3,4,2,4,3,3,4,4,3,3,3,4,4,2
3,1,1,1,2,2,NA,NA,NA,1.0213723284589429,64,60 and older,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",12,Retired,below 500 <80>,2,8,3-5 kilometers,50 <96> 249,5,2,0.375,0,0.6666666666666666,NA,3,2,2,1,3,3,2,1,2,2,1,2,4,2,2,2
1,1,NA,NA,1,1,NA,NA,NA,1.026473099914603,59,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Employee in high position,"3,000 to below 3,500 <80>",3,8,Less than 3 kilometer,50 <96> 249,3,2,0.25,0,0.8333333333333334,3,3,2,1,1,3,1,1,3,2,2,2,2,2,4,4,2
3,1,1,1,1,1,NA,NA,NA,0.9190751445086706,30,18-29,Female,Schleswig-Holstein,1,"Single, without partner",Roman Catholic,23,"In schooling / vocational training, student","500 to below 1,000 <80>",2,5,6-10 kilometers,50 <96> 249,3,0,0,0,0.8333333333333334,NA,2,3,1,1,2,2,1,1,3,2,1,2,3,2,2,2
1,1,NA,NA,1,1,NA,NA,NA,0.9190751445086706,29,18-29,Female,Schleswig-Holstein,1,"Single, without partner",Roman Catholic,NA,"In schooling / vocational training, student","500 to below 1,000 <80>",1,3,Less than 3 kilometer,500 <96> 999,4,0,0,0,0,2,1,2,1,1,2,1,2,1,1,2,1,1,3,2,1,2
1,2,NA,NA,1,2,NA,NA,NA,1.1025641025641026,32,30-39,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Employee in low / medium position,"3,500 to below 4,000 <80>",2,5,6-10 kilometers,1 <96> 49,3,0,0.125,0,0.6666666666666666,2,3,2,2,1,2,2,3,2,3,2,2,2,2,3,2,2
3,1,1,1,1,1,NA,NA,NA,1.1025641025641026,33,30-39,Female,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",14,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,3-5 kilometers,There are no refugees in my town,5,0,0.125,0,0.6666666666666666,NA,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2
3,2,2,1,2,2,NA,NA,NA,1.0233690360272638,36,30-39,Female,Schleswig-Holstein,1,Married,No answer,14,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,11-20 kilometers,500 <96> 999,7,80,0.875,1,0.3333333333333333,NA,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,2
3,2,1,1,2,1,NA,NA,NA,1.049645390070922,41,40-49,Female,Schleswig-Holstein,1,Divorced / separated,"Christian, but not close to a particular religious community",22,Employee in high position,"3,000 to below 3,500 <80>",4,7,11-20 kilometers,1 <96> 49,6,40,0.625,1,0.5,NA,4,3,3,3,2,4,3,3,3,3,2,3,3,4,2,3
3,1,1,1,1,1,NA,NA,NA,1.1046837902007338,20,18-29,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","1,000 to below 1,500 <80>",3,7,3-5 kilometers,50 <96> 249,3,0,0.125,0,0.16666666666666666,NA,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1
3,1,1,2,3,1,NA,NA,NA,1.1046837902007338,33,30-39,Male,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",20,Permanently sick or disabled,"1,000 to below 1,500 <80>",2,0 ( BOTTOM ),3-5 kilometers,500 <96> 999,8,50,0.875,1,0.3333333333333333,NA,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.1046837902007338,54,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",NA,Civil servant,No answer,2,6,Less than 3 kilometer,50 <96> 249,2,0,0.625,0,0.16666666666666666,2,2,3,3,2,3,3,3,3,3,2,3,3,3,4,2,2
3,1,1,1,1,1,NA,NA,NA,1.1046837902007338,55,50-59,Male,Schleswig-Holstein,1,Married,"No, I don't feel close to any religion",11,Senior civil servant <96> highest level,No answer,2,6,Less than 3 kilometer,500 <96> 999,2,0,0.75,0,0.3333333333333333,NA,3,3,3,3,2,3,3,4,3,3,3,3,2,4,3,2
1,1,NA,NA,1,1,NA,NA,NA,1.1046837902007338,19,18-29,Female,Schleswig-Holstein,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student",No answer,3,6,3-5 kilometers,50 <96> 249,3,0,0.125,0,0,2,2,2,2,1,2,1,3,1,3,2,2,2,2,3,3,3
1,1,NA,NA,3,1,NA,NA,NA,1.1046837902007338,32,30-39,Male,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,Unemployed / seeking work,"1,000 to below 1,500 <80>",2,0 ( BOTTOM ),6-10 kilometers,500 <96> 999,8,70,0.875,1,0.16666666666666666,2,4,2,4,4,4,4,4,3,3,3,4,4,4,4,4,3
1,1,NA,NA,2,2,NA,NA,NA,0.89171974522293,45,40-49,Female,Schleswig-Holstein,1,Married,Protestant,NA,Employee in low / medium position,"4,500 to below 5,000 <80>",3,7,11-20 kilometers,There are no refugees in my town,5,0,1,0.6666666666666666,0.16666666666666666,1,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3
3,1,3,2,2,3,NA,NA,NA,0.89171974522293,46,40-49,Female,Schleswig-Holstein,1,Married,Protestant,12,Employee in low / medium position,"5,000 or more <80>",3,7,11-20 kilometers,There are no refugees in my town,5,3,1,0.6666666666666666,0,NA,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4
1,2,NA,NA,2,1,NA,NA,NA,0.9826302729528535,44,40-49,Female,Schleswig-Holstein,1,"With partner, not living together",No answer,NA,Employee in high position,"1,500 to below 2,000 <80>",1,7,More than 50 kilometer,1 <96> 49,5,2,0.25,0,0,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2
3,2,1,1,1,1,NA,NA,NA,0.9826302729528535,45,40-49,Female,Schleswig-Holstein,1,"With partner, not living together","No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",2,8,21-50 kilometers,1 <96> 49,5,0,0.25,0,0.3333333333333333,NA,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3
